Date,Date,TimeDay,TestID,TestID2,TL_mm,mass_mg,Order_fish_flip,tank,temp_tolerance,Test,Tide,Tide2,Phys.cond,treatment,temp_treatment,Field_Lab,Temp_test_start,max.Env.Temp,min.Env.Temp,mean.Env.Temp,delta.T,Stat_Var
11/25/19,25-Nov,20:00:00,lab7,LAB-22,42,370,18,17,4.66,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-V2,40,315,19,12,4.51,CTmin,NA,NA,NOTFED,V2,V2,LAB,21.21,33,11,22,22,variable
11/25/19,25-Nov,20:00:00,lab7,LAB-V2,40,335,20,15,4.39,CTmin,NA,NA,NOTFED,V2,V2,LAB,21.21,33,11,22,22,variable
11/25/19,25-Nov,20:00:00,lab7,LAB-22,32,159,21,9,4.39,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-22,39,322,22,5,4.15,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-22,42,364,23,5,4.15,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-22,39,298,24,9,4.15,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-22,37,266,25,9,4.13,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-V2,35,248,26,7,4.07,CTmin,NA,NA,NOTFED,V2,V2,LAB,21.21,33,11,22,22,variable
11/25/19,25-Nov,20:00:00,lab7,LAB-22,36,222,27,9,3.62,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-22,26,116,29,9,3.59,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,20:00:00,lab7,LAB-22,36,222,28,17,3.6,CTmin,NA,NA,NOTFED,MED,22,LAB,21.21,23,21,22,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,27,95,1,13,2.49,CTmin,NA,NA,NOTFED,COLD,12,LAB,21.21,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,30,202,2,8,2.18,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,36,253,3,3,2.09,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,34,360,4,8,1.84,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,37,358,5,3,1.74,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,32,125,6,3,2.02,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,33,192,7,8,1.11,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,40,341,8,8,1.06,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,38,295,9,3,0.99,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,39,333,10,13,1.46,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,37,309,11,13,1.44,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,38,265,12,13,0.41,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,46,396,13,13,0.29,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,40,380,14,3,0.28,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/25/19,25-Nov,17:00:00,lab8,LAB-12,34,228,15,8,0.52,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.88,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,38,336,1,13,3.37,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,32,146,2,8,2.46,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,37,267,3,13,2.43,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,38,238,4,13,2.35,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,36,191,5,8,1.96,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,32,131,6,13,1.93,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,31,133,7,13,1.46,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,38,314,8,13,1.63,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,36,246,9,13,1.6,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,37,214,10,13,1.6,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,37,227,11,13,1.44,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,26,79,13,13,1.48,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,37,274,14,8,1.34,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,37,287,15,13,1.26,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,38,284,16,3,1.15,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,35,200,17,13,1.16,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,30,127,18,3,1.09,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,37,251,19,13,1.1,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/29/19,29-Nov,15:00:00,lab9,LAB-12,39,288,20,3,0.92,CTmin,NA,NA,NOTFED,COLD,12,LAB,12.6,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,38,357,1,8,2.08,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,36,264,2,8,1.68,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,40,379,3,3,1.93,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,41,349,4,3,1.92,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,37,260,5,13,1.9,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,32,185,6,3,1.98,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,33,182,7,13,1.87,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,30,147,8,13,1.87,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,29,170,9,13,1.82,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,33,243,10,8,1.91,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,37,276,11,3,1.84,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,43,415,12,8,1.81,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,39,334,13,8,1.69,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,35,228,14,3,1.99,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,16:30:00,lab10,LAB-12,32,152,15,13,1.93,CTmin,NA,NA,FED,COLD,12,LAB,12.5,13,11,12,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,41,340,1,17,8.43,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,35,222,2,7,8.32,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,37,256,3,7,6.52,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,40,324,4,15,5.98,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,33,195,5,12,5.8,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-22,37,235,6,9,5.75,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,28,115,7,17,5.73,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,38,261,8,15,5.47,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,37,386,9,15,5.08,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,32,226,10,15,5.08,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,40,357,11,12,4.95,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,31,195,12,12,4.74,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-22,37,255,13,9,4.59,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,38,275,14,9,4.59,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,43,427,15,9,4.58,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,44,492,16,17,4.73,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,36,231,17,15,4.72,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-22,35,250,18,17,4.54,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,41,368,19,12,4.47,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,38,259,20,7,4.47,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,41,354,21,7,4.41,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-22,36,411,22,5,4.42,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,43,450,23,5,4.31,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,36,196,24,7,4.22,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-V2,35,173,25,12,4.21,CTmin,NA,NA,FED,V2,V2,LAB,21,33,11,22,22,variable
11/13/19,13-Nov,17:00:00,lab11,LAB-22,40,336,26,5,4.08,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,35,224,27,17,4.04,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,35,210,28,5,4.1,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,33,255,29,5,4.07,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
11/13/19,13-Nov,17:00:00,lab11,LAB-22,30,115,30,9,4.06,CTmin,NA,NA,FED,MED,22,LAB,21,23,21,22,2,static
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,30,252,1,NA,8,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,22,131,2,NA,7.8,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,20,76,3,NA,7.8,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,24,139,5,NA,7.8,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,24,128,6,NA,7.9,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,24,137,7,NA,7.9,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,24,133,9,NA,7.8,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,20,68,10,NA,7.8,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,24,150,11,NA,7.7,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,25,143,12,NA,7.7,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,25,159,13,NA,7.7,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,25,159,14,NA,7.6,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,28,249,19,NA,7.3,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,15:30:00,field1,FIELD-44382,26,188,20,NA,7.3,CTmin,Incoming,High-high,NA,NA,FIELD,FIELD,29.2,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,28,185,1,NA,39.4,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,24,169,2,NA,39.4,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,32,391,3,NA,39.6,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,24,136,4,NA,39.5,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,28,236,5,NA,39.5,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,26,211,6,NA,39.5,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,30,232,7,NA,39.7,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,26,218,8,NA,39.7,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,24,149,9,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,28,226,10,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,26,182,11,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,31,298,12,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,25,166,13,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,23,115,14,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,32,290,15,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,25,190,16,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,26,196,17,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,24,143,18,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,20,100,19,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,25,178,20,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,24,140,21,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,21,96,22,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/5/21,5-Jul,18:00:00,field2,FIELD-44382,23,163,23,NA,39.8,CTmax,Incoming,High-high,NA,NA,FIELD,FIELD,22.4,NA,NA,NA,NA,variable
7/9/21,9-Jul,13:30:00,field3,FIELD-44386,20,53,1,NA,16.5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/9/21,9-Jul,13:30:00,field3,FIELD-44386,16,35,2,NA,10.4,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
